context,pun_word,alter_word,pun_word_sense,alter_word_sense,new_pun,user_pun
"she be in,governor' s daughter,daughter",roomers,rumor,a tenant in someone's house,gossip (usually a mixture of truth and untruth) passed around by word of mouth,yes,I heard a lot of roomers about the governor's daughter and her dating life
"she be in,governor' s daughter,daughter",kidding,kidding,tell false information to for fun,young goat,yes,
"shoe sales,to,selection",sole,soul,right-eyed flatfish; many are valued as food; most common in warm seas especially European,a human being,yes,The shoe store has a soul purpose to sell many shoes
"shoe sales,to,selection",peddled,pedal,ride a bicycle,sell or offer for sale from place to place,yes,I broke a peddled on my bike after I left the shoe sales at the store
"shoe sales,to,selection",moved,moved,being excited or provoked to the expression of an emotion,"change residence, affiliation, or place of employment",yes,
singing,stiltedly,stilt,in a stilted manner,one of two stout poles with foot rests in the middle; used for walking high above the ground,yes,"I was singing, but they stilt told me I had a bad voice"
singing,missing,missing,fail to perceive or to catch with the senses or the mind,fail to reach,yes,"The girl was not singing, she was missing like a cat or snake!"
singing,wailed,whale,emit long loud cries,hunt for whales,yes,I was singing whale my food was brought to the table
sleeping,hamstring,ham,one of the tendons at the back of the knee,meat cut from the thigh of a hog (usually smoked),yes,I was sleeping and hurt my ham when I stood up
sleeping,lymph,limp,a thin coagulable fluid (similar to plasma but) containing white blood cells (lymphocytes) and chyle; is conveyed to the blood stream by lymphatic vessels,walk impeded by some physical limitation or injury,yes,"I fell off the bed while sleeping, now I walk with a lymph"
sleeping,boos,booze,a cry or noise made to express displeasure or contempt,an alcoholic beverage that is distilled rather than fermented,yes,I was sleeping way too long after drinking lots of boos
"soap,getaway,stole",lathering,laugh,form a lather,produce laughter,yes,The thief was lathering at the funny jokes as he stole the soap
"soap,getaway,stole",wok,walk,pan with a convex bottom; used for frying in Chinese cooking,use one's feet to advance; advance by steps,yes,The thief took a short wok after he used up his soap
"soap,getaway,stole",boos,booze,a cry or noise made to express displeasure or contempt,an alcoholic beverage that is distilled rather than fermented,yes,The thief wanted to drink some boos to calm down after he stole from the store
"stuffing,advice,bad",pi,pie,the ratio of the circumference to the diameter of a circle; approximately equal to 3.14159265358979323846...,dish baked in pastry-lined pan often with a pastry top,yes,I gave them really bad advice on how to stuff the pi
"stuffing,advice,bad",serial,cereal,of or relating to the sequential performance of multiple operations,made of grain or relating to grain or the plants that produce it,yes,I got bad advice about the best way to eat my serial in the morning
"stuffing,advice,bad",caustically,caustic,in a caustic vitriolic manner,"of a substance, especially a strong acid; capable of destroying or eating away by chemical action",yes,
sunrise,swarm,warm,a group of many things in the air or on the ground,psychologically warm; friendly and responsive,yes,I felt the most swarm energy during the sunrise yesterday
sunrise,bloomers,bloomers,a flower that blooms in a particular way,(used in the plural) underpants worn by women,no,
sunrise,sirius,serious,the brightest star in the sky; in Canis Major,concerned with work or important matters rather than play or trivialities,yes,"This was a great sunrise, it was great for sirius photography"
"symptom,bank",pinch,pinch,a painful or straitened circumstance,an injury resulting from getting some body part squeezed,no,
"symptom,bank",pane,pain,sheet glass cut in shapes for windows or doors,a symptom of some physical hurt or disorder,yes,The bank had a broken window pain
"symptom,bank",notably,note,especially; in particular,a notation representing the pitch and duration of a musical sound,no,
"take,elevators",broken,broken,stop operating or functioning,"make a mathematical, chemical, or grammatical analysis of; break down into components or essential features",yes,The elevators were broken due to a calculation error
"take,elevators",tier,tear,one of two or more layers one atop another,a drop of the clear salty saline solution secreted by the lacrimal glands,yes,The elevators were so bad it made me drop a tier
"take,elevators",descent,decent,the descendants of one individual,meeting requirements,yes,The elevators were not made to decent
